author,text,published_at,like_count
@cosminmtz9362,"Se vede efectul spălării pe creieri, îmi cer scuze, dar se vede. 
Cum pot românii să accepte ca la putere să fie oamenii care acum câțiva ani erau într-un anturaj de oameni condamnați penal? 
Acum apar ca și candidați la prezidențiale, existe lume care îi susțin. 
Atunci ce schimbare sa fie? Se schimba caracterul unui politician doar pentru ca își schimba orientarea către alt partid? Nu….e tot lup in haina de oaie. 
Nu ne meritam locul in Europa printre țările civilizate, la noi încă te trimite de la spital sa îți iei medicamente singur, in valoare de 7.5 lei, da….caz real.",2024-11-20T16:00:12Z,0
@tinculion1325,"Dacă nu ne trzim, vom fii sclavi",2024-11-20T15:57:33Z,0
@PetreMarian94,"Felicitări si mulțumim pentru munca depusă!❤Ce Netflix sau Hbo? YouTube,Recorder !❤",2024-11-20T15:57:24Z,1
@mirceadumitrumaris9376,În plandemie ați tăcut! Ați fost părtași la genocid!,2024-11-20T15:56:15Z,1
@claudiu-virgilavram154,Cum de ati omis demiterea șefului DNA ?!?,2024-11-20T15:53:20Z,0
@danielabutnaru8731,"Când trebuia sa vorbiti, de ce nu a-ți vorbit va cădeau coaiele!?... nu, dar va plăcea și vouă căldurica bine platita!!!",2024-11-20T15:51:55Z,1
@dl.puncea,"Fereasca Dumnezeu de cadrele cu Terhes pe langa PSDu lui Dragnea...

Na... mai mergeti si votati cu Ciolacu",2024-11-20T15:51:33Z,0
@itzGeo0rge,"Mi`e ""frica"" sa comentez ce ar merita, ca nu se stie niciodata ce si cum... Dar daca am regretat vreodata ca am votat pe cnv anume, asta e cel mai mare regret, Votul pt increzutu` asta.",2024-11-20T15:48:57Z,0
@silviahulbar7238,Președintele faraon Johannis a arătat pe față disprețul profund față de România și poporul român dar să nu uite de justiția lui Dumnezeu nu v-a scăpa cu siguranță 🙋 felicitări Recorder,2024-11-20T15:46:44Z,3
@Adriana-gy4op,"E foarte trist ca dupa  atitia ani, tot PSD-ul este in frunte in sondaje, cu candidati needucati si compromisi…Iohannis a fost un dezastru… se poate si mai rau😢.. Ciolacu😔",2024-11-20T15:43:38Z,1
@MarietaM-n1x,"Imi va ramane in minte multa vreme expresia asta: ""Nu se poate democratie cu epoleti!"". Dar fosta Securitate este noul SRI, iar societatea civila n-are niciun control asupra lor. Nu a fost doar Deceniul Iohannis, a fost si inca un Deceniul SRI. Este ca si cum, incet-incet ne-am intoarce la ceea ce a fost inainte de '89.",2024-11-20T15:43:23Z,2
@DanilaIonel-e9z,"Mafia  politica  din România, mai periculoasa decât, Mafia Siciliana.",2024-11-20T15:39:22Z,0
@vasileberci6204,🎉🎉🎉🎉🎉,2024-11-20T15:36:45Z,0
@mfstewie385,"A fost un extaz pentru Iohanis, si toti care au fost in extaz au fost si prosti. Micutzu taci in mm ca habar nu ai",2024-11-20T15:29:51Z,0
@paulfarcas1514,Descrierea unei autocratii a institutiilor sabotate si controlate de criminali inarmati. Pakistanul Europei.,2024-11-20T15:17:21Z,0
@suciumihai159,Îi doresc să își cumpere case de la nordis !!!!!😂😂😂😂,2024-11-20T15:13:47Z,2
@Swink-TM,"..si a mai trecut un deceniu, un deceniu in care am bătut pasul pe loc, am ieșit in strada si ne-am ales cu nimic,am rămas cu promisiunile ca de fiecare data și l-am privit pe domnul Mămăligă cum mergea in vizite si călătorii pe banii românilor.Oricine v-a fi președinte nu se v-a schimba nimic in tara asta.",2024-11-20T15:06:42Z,1
@madymady6666,"L-am votat cu speranță dar pe parcurs am simțit cum mi-a sfidat votul. Am rămas cu teamă, orice am alege va fi corupt de un sistem mult prea puternic, un Kraken al României ce se vrea modernă și independentă dar nu este..",2024-11-20T15:04:19Z,0
@carmennegrutiu8113,Luați aminte pe cine votați la alegerile care ne stau in fata,2024-11-20T15:03:47Z,1
@sayaki,Thanks,2024-11-20T15:03:29Z,7
@thomaschiwdeor,"You did it again, thank you for keeping us from being a dictatorship, thank you for the voice of reason!",2024-11-20T15:02:31Z,1
@ionel461,"Români, nu vă mai alegeți conducători care nu își iubesc țara! - Petre Țuțea",2024-11-20T15:00:08Z,2
@andreeahrab5575,mi-a frant inima documentarul asta....,2024-11-20T14:59:15Z,2
@memac4175,"10 ani de ""ghinion""",2024-11-20T14:56:00Z,0
@ralucabanica7090,Ar trebui băgați în închisoare cei care au făcut atâta rău.,2024-11-20T14:55:57Z,1
@ralucabanica7090,"Trist ca trebuie sa moara romanii,  trist ca ne face sa fim un popor de sclavii în afara. Faptu ca devenim mai rai de la sărăcie și din cauza nevoilor.Trist sa vad ca nu mai este umanitate.",2024-11-20T14:54:55Z,0
@alinciorba9855,"Oameni buni uitati unde am ajus, 😢am crezut ca vom iesi din groapa, si defapt neam adancit mai tare😢Pacat de România noastra frumoasa😢😢😢",2024-11-20T14:54:07Z,2
@marilenavas,"Felicitări pentru acest documentar, vă mulțumesc!",2024-11-20T14:54:04Z,0
@al3ex,"Cineva spunea, ca niciodata sa nu-ti pierzi speranta. Acest video imi demonstreaza ca atat eu cat si multi altii, am pierdut-o. Suntem prea mici si prea putini.",2024-11-20T14:51:17Z,1
@Pbal6644,"O radiografie perfectă a clasei politice actuale , dar nu de un deceniu ci din 1989 . Ar trebui ca toți cei care am vizionat reportajul să votăm altfel , nu PSD , PNL etc. Ce se va întâmpla?",2024-11-20T14:50:55Z,0
@shikamarukage7627,"Bah, pana la urma ce dreacu votam anul ăsta?! Niciunul dintre candidati nu e mai breaz, o sa fie un fel de aceasi Marie dar cu alta palarie",2024-11-20T14:49:50Z,0
@emabella1000,Totusi intrebararea ramane: pe cine votam ? toti sunt praf,2024-11-20T14:47:53Z,0
@boncieOG,"Iesiti la vot informati !!! Suntem complici la acest dezastru, Iohannis nu putea reusi fara votul nostru. Hai sa nu-i mai punem pe cei de la Recorder la treaba peste 10 ani !!!",2024-11-20T14:45:58Z,0
@johndread1724,"90% din oamenii din comentarii urlați ""vrem o țară ca afară"", ""puie monta"" și ""jos corupția"" acum 10 ani. Mergeați la proteste cu colegii de muncă la instigarea șefilor voștri. Acum sunteți toți oripilați.
Liberali tipici.",2024-11-20T14:44:28Z,1
@georgeghinet9861,"Dacă serviciile scot în față asemenea inculți sa conducă România, oare cât de competente sunt aceste servicii?",2024-11-20T14:36:57Z,0
@drumurispremanastiri1863,La pârnaie securiștilor criminalilor trădătorilor,2024-11-20T14:36:49Z,0
@Dragos442,Iohannis nu trebuia sa ajunga mai departe decat profesor la liceul din Sibiu.,2024-11-20T14:36:32Z,0
@demoqe,Multumim. Mereu uitam.,2024-11-20T14:35:16Z,0
@vasilebogdan8148,Cel mai bun material Recorder de până acum! 🎉❤💪🫡,2024-11-20T14:31:34Z,0
@MirelaGheorghe-y2y,😢😢😢😢,2024-11-20T14:28:21Z,0
@TomaCiprian-k5r,votati Calin Georgescu!!,2024-11-20T14:27:29Z,2
@danka8327,"Felicitări pentru reportaj și o întrebare: De ce așa târziu? Un popor ținut în negura minciunii! Ține cumva de mentalitate? Trist, trist...atâta frică de golanii de la conducere... destui tâlhari și tot aceiași...speranța mea este să dispară toți...😊",2024-11-20T14:20:42Z,2
@DanyMinecraft123,Ata si navodu de viata,2024-11-20T14:20:36Z,0
@Dragos442,Securitatea n a murit niciodata...,2024-11-20T14:19:10Z,1
@wisewolf78,"Doar le spun celor ce laudă impostorii din sferile puterii din 89s până-n vremurile astea livrate de EP&EC, iar astfel să priceapă bine despre influența pădurii în peisajul politic plus deciziile luate de bufonii ce conduc Legislativul&Executivul plus Cotroceni, apoi mediile urbane trebe să se trezească la realitate și să schimbe Legislativul cu alte resurse umane ce sunt capabile să schimbe legea siguranței naționale, atfel pădurea va livra alți impostori ce or luat diplome din partea pădurii și vor vinde activele de interes strategic la impostorii din WW precum o făcut profesorul ce o condus pădurea pe vremurile lui Nea Nelu și țapul din UB. De fapt mediile urbane de azi sunt relevante prin atitudinea pasivă a resursele umane ce servesc interesele corporațiilor străine, iar cei din Sectorul Bugetar, aceștia se complac cu impostorii din peisajul politic din rațiuni financiare.",2024-11-20T14:15:11Z,0
@kCmVideoFTW,"0 sanse pentru o Romanie pe care toti o asteptam de ani buni :) toti sunt la fel, nu avem noi acces la informatiile din spatele usilor inchise. Mu3 tot guvernul si toti politicieni",2024-11-20T14:11:12Z,0
@midnight_coffee_2337,recorder trebuie sustinut de oameni pentru a-l putea tine departe de influentele politice🫶 good job guys,2024-11-20T14:09:15Z,0
@lauram3891,acest documentar e facut pentru USR?,2024-11-20T14:06:36Z,2
@Ov1OneV,"Din păcate ce înțeleg eu este ca functia de președinte incepand cu 2025 e deja jucata. Dl Ciolacu si cu Dl Ionnahis convenind acest lucru din 2019 cand dna Dancila ‘candida’. Nu imi vine sa cred ca am ajuns la nivelul anului 1980 cu politie politica. Sunt surprins placut de curajul dl Orban, inteligenta si bunul simt al domnului Hunor si de comentariile deschise ale lui Dan Valceanu.",2024-11-20T13:56:36Z,1
@Ov1OneV,"Din păcate ce înțeleg eu este ca functia de președinte incepand cu 2025 e deja jucata. Dl Ciolacu si cu Dl Ionnahis convenind acest lucru din 2019 cand dna Dancila ‘candida’. Nu imi vine sa cred ca am ajuns la nivelul anului 1980 cu politie politica. Sunt surprins placut de curajul dl Orban, inteligenta si bunul simt al domnului Hunor si de comentariile deschise ale lui Dan Valceanu.",2024-11-20T13:56:16Z,1
@blackman6736,Ma inclin in fata voastra ! Dar ca fapt divers  : Noi pe cine votam? Atat Ciuca cat si Ciolacu au luat parte la tot ce s.a intamplat in acesti 10 ani si nu cred ca ar fi capabili sa faca prea multe schimbari.,2024-11-20T13:55:40Z,0
@georgenechifor4886,"Hai mă, ce să zic… am avut onoarea să avem un președinte neamt si acum tot noi suntem supărați?!?….Lichea.",2024-11-20T13:54:54Z,1
@alexgh149,"Acest video ar trebui sa fie o petitie online pentru a-l judeca pe Iohanis ca si tradator de neam si patrie. Si ar trebui sa se faca aceleasi petitii pentru toti politicienii romani care si-au incalcat promisiunile facute. Asa, am putea incepe deparatizarea din conducerea Romaniei.",2024-11-20T13:54:45Z,0
@mariaburian2096,"Felicitări, echipa RECORDER! Este un reportaj foarte bine realizat! Sper sa le deschidă ochii celor care și-au pus ""obloane"".",2024-11-20T13:54:15Z,2
@the.sherlock,"Bun documentarul. Insa nu vad si asumarea partii alese. De ce nu vedem si Recorder for Lasconi la subtitle? Pentru ca despre asta e vorba. Chiar suntenti profesionsti, pot spune securisti de profesionisti. Pentru ca 1+1=2 (Lasconi+Basescu) = SECURITATE.",2024-11-20T13:53:35Z,1
@raduiancu683,❤❤❤❤,2024-11-20T13:50:47Z,0
@MateiDaniela-dz7li,"Nu am înghițit vrăjeală voastră! Acest sistem este faliment total. Voi îndemnați la vot! Pe cine sa votezi? Răul cel mai mic? Asta a fost un criminal, a comis genocid în pandemie! Trebuie schimbat sistemul! Dar voi nu aveți curajul sa spuneți adevărul, iar când îl spuneți îl spuneți parțial, incomplet și când nu mai contează! 😊",2024-11-20T13:50:37Z,2
@garofinaanton2772,10 ani de regres pentru România. Asta e concluzia mea!,2024-11-20T13:47:07Z,1
@Rtmn995,"Când a spus “ghinion” trebuia să vă dați seama cine e omul ăsta !! Dar nu !! Un PNL acaparat de PDL , l ați vândut de bun. Voi toți care acum vorbiți și vă plângeți !!pe lângă rușinea lui și a celor ce l au votat e și vina voastră jurnaliști MsM. Dacă apare unul bun interesele ascunse ale jurnaliștilor plătiți de la buget îl berfelesc instant!! De ce la alegerile actuale unii nu au parte de a apărea pe la tv?",2024-11-20T13:43:44Z,1
@mihailgottwin,Its Klauver,2024-11-20T13:41:09Z,0
@vg1827,Hai ROMANIA!!!,2024-11-20T13:40:16Z,0
@georgetameuta9187,UN DECENOU NEGRU PENTRU ROMÂNIA 😢😢,2024-11-20T13:34:58Z,0
@mihaicioc6622,"BRAVO, RECORDER!
Macar atat avem dupa 10 ani..🙏🎩",2024-11-20T13:34:49Z,1
@itzalesch7403,1:05:12   sa inteleg Iohanis a premeditat asta ? acum ca se termina mandatul sa aibe pe cineva pe care sa l conduca din spate. m ai bine zis sa ii ascunda toate furaciunile ! Deci Ciuca este o papusa creata de Iohanis? pfff,2024-11-20T13:33:38Z,0
@LazarMateiMuresan,"Justiția română,a continuat să fie subordonată Budapestei cu toată opoziția domnului Iohannis.",2024-11-20T13:32:55Z,0
@ISSIMAFABIAN,"Klaus Johannis nu a fost nicidecum mai rău sau mai slab decât președinții anteriori lui. Dimpotrivă. Nimeni în locului lui nu ar fi făcut mai mult sau mai bine. Punct. A ținut România pe  drumul ei european și ca partener NATO. Noi avem o psihoză antiprezidențială - suntem gata să punem tot răul asupra președintelui. E drept că justițiabilii noștri sunt colorați politic, sunt subiectivi și părtinitori. Orice președinte ar fi , el trebuie să lucreze în acest peisaj social-politic multicolor, corupt, plin de șmecherii, de trucuri și trădări. Cum sa se comporte șful statului?!",2024-11-20T13:29:46Z,1
@bulboacavasile7653,"Lectia este implicarea zilnicz in politica, ai o groapa in asfalt, sari pe primar, ai un drum neasfaltat, sari pe primar, nu ai scoala/spital corect sari pe prefect. daca nu simt in ceafa presiunea nesimititii astia isi vad de treaba/furaciuni si crima organizata in continuare.",2024-11-20T13:26:37Z,1
@LazarMateiMuresan,"Domnule ,,dragă Tolo"", ce vă mai place să ne manipulați...!",2024-11-20T13:25:07Z,0
@LazarMateiMuresan,"Dragnea , loial Budapestei , Dancsila , loială Budapestei și Viennei!",2024-11-20T13:23:39Z,0
@LazarMateiMuresan,Morar ne vinde gogoși maghiare,2024-11-20T13:22:40Z,0
@crunteanuiuliana4107,"Sper sa plateasca  cu puscarie pt conducerea tarii in stil mafiot,  a vandut pagubos Austriei si altora,  tot ce s.a putut. Ne-am lasat pacaliti, de un ins fara scrupule!",2024-11-20T13:22:05Z,0
@catalinoprea9483,Ne dorim un președinte mai prezent🇹🇩,2024-11-20T13:21:06Z,1
@LazarMateiMuresan,Morar însuși era loial Budapestei,2024-11-20T13:20:05Z,1
@LazarMateiMuresan,Fals,2024-11-20T13:19:29Z,0
@LazarMateiMuresan,Fals,2024-11-20T13:18:58Z,0
@LazarMateiMuresan,Fals,2024-11-20T13:18:47Z,0
@razvancojocaru5652,Incredibil!,2024-11-20T13:18:42Z,0
@georgelefter7943,România educată....10 ani pierduți....cel mai slab președinte din istoria țării.,2024-11-20T13:12:10Z,1
@florinaotet4460,"Am văzut acest documentar azi, practic, la câteva ore după dezbaterea... (știți: Digi24 + UBB, candidații la...).
Sigur, documentarul este foarte bun - raportat la toate criteriile după care se evaluează azi un produs vizual/film documentar care nu își propune să fie artistic, dar integrează ”artistic”  (adică eficient estetic și psihologic) imagini și informații despre fapte și le transformă în documente, în așa fel încât, odată ce ai luat cunoștință de ele, nu te mai poți (pre)face că acele fapte nu au existat. (Dacă, după ce ai văzut un film documentar, că a fost pe National Geographic, pe History Channel, pe Netflix, pe..., începi să te întrebi dacă mai poți trăi la fel cum ai trăit înainte de a-l fi văzut, înseamnă că filmul a fost bun.)
Dar nu calitatea documentarului este ceea mă preocupă acum. Ci faptul că el este o lecție - pe care, cred, candidații actuali nu au învățat-o și, cred, (prea?)mulți dintre alegătorii actuali nici n-au aflat că ar fi trebuit să o învețe înainte de a merge la vot.
Asta e: democrația este acel regim politic care ne împiedică să fim conduși mai bine decât merităm. (N-am spus-o eu prima dată.)",2024-11-20T13:11:19Z,0
@iulianabaltaretu3462,"Acest Johannis nu a fost un presedinte, pentru ca un presedinte trebuie sa fie PREZENT ! Absenta lui in acesti 10 ani spune multe despre el ca om ,din pacate ! Nu a fost alaturi de cei care l.au ales ,alaturi de poporul lui si imi este rusine ca toata aceasta perioada de tacere a adus toti incompetentii in functii de conducere , a lipsit cu desavarsire ,lasand ca acestia sa isi faca ,,mendrele"" dupa bunul plac . A fost si este un om,,alunecos"" ,parsiv ,mincinos si manipulator  . Noi , ,,micimea "" ,nu am contat nici cat negru sub unghie . A fost un vanzator de iluzii si atat ,nimic mai mult . Din pacate ,tot poporul  ,trage ponoasele ,si ,asta doare !",2024-11-20T13:05:06Z,0
@Danielamichaela-n1b,"Și eu îmi aduc bine aminte cum am înghețat la coadă în Diaspora ( bătaie de joc a fost ptr noi)după 8 ore de muncă ptr a vota pentru prima dată "" acest ""turist"" la Cotroceni care a mințit și a trăit doar ptr dânsul! A fost o rușine ptr România, sisteme nefuncționale ca întotdeauna, corupție peste tot,  un popor fugit și alergat în toată lumea doar din cauza lor...a tuturor din parlament - joacă toți împreună și la fel 😢😢 trist dar bucurie pentru familia mea căci copilul meu nu a ajuns să cunoască acest sistem, această conducere cu hoți și această Românie . Este bine unde este și acolo s- a hotărât să rămână ptr totdeauna. O țară civilizată care l- a dezvoltat în toate domeniile... mă doare sufletul ptr poporul român, ptr copii crescuți fără părinți ( muncă afară domnule Iohanis)și bătrâni neajutorați ... Vai,vai... până când... apropo: Felicitări pentru reportaj... și adevăr",2024-11-20T13:03:05Z,0
@adrixvar1829,"Sper ca posteritatea sa fie cu capul pe umeri si sa nu mentioneze nimic in cartile de istorie despre toti(presedinti sau ministrii) care au facut NIMIC pentru romani.
Multi dintre ei au servit doar unor grupuri de interese, plus interesul propriu. Atat.
49:52 Suntem tradati de magistrati pentru toate faptele care s-au PRESCRIS.
CSM-ul este POLITIC, si asta este o palma data democratiei.
Ar trebui sa se prescrie toate drepturile lor de fiecare data cand se prescriu faptele penalilor, criminalilor, coruptilor, si a violatorilor.",2024-11-20T13:00:29Z,0
@riaji,"PPS pentru marele tehnocrat GHINEA: Gunoiule, voi, prin lovituri succesive ati ingenuncheat justitia, prin masuri legislative cretine si prin luarea resurselor, dupa ce ati creat haos legislativ. Dai vina pe magistrati si te simti ""tradat"", cand voi ati mutat bugetele din taxe de timbru la clientela politica din autoritatile publice locale, iar magistratii sunt ingropati in dosare si calcati in picioare de opinia publica pt bani pe care nu ii vad niciodata si pt cateva exemple de securisti de-alde voi, numiti in functii cheie la ICCJ si Parchetul General. Voi ati creat mii de dosare pe cap de magistrat si ati marit termenele procedurale, in interesul vostru si al psd-istilor cu care ati facut guvern, iar, acum va mirati de ce dureaza procesele cu anii? Voi ati gonit la pensie magistrati de cariera prin implicarea serviciilor in justitie, iar acum aratati justitia cu degetul? Si voi vreti sa puneti ""sefi"" magistraturii, si sa o mai numiti a 3-a putere in stat? Poate pentru dobitocul de rand discursul progresist-marxist prinde, dar nu toti sunt veniti cu vaca, gunoiule",2024-11-20T12:58:27Z,0
@andreasiadi1,cat de nebuni puteti fi unii.. el a fost un pion. schimbati GUVERNUL PSD ca sa vedeti ceva schimbari in tara asta! votati PSD NONSTOP,2024-11-20T12:56:36Z,0
@tavaszicsaba9247,"Imi pare rau ca omul asta ramane cea mai mare dezamagire politica a mea, traita de cand am drept de vot, si nu de ieri o am.",2024-11-20T12:55:42Z,0
@darian1892,🤫🤫🤫🤫,2024-11-20T12:53:49Z,1
@Alex-sg4ir,"Imi dau seama de adevarul zicalei: “unde e multa minte, e si multa prostie”! 
Cum altfel sa explici ca atatia oameni cu educatie si cu CV uri  adevarate, s-au lasat “sedusi” de un personaj atat de gol interior?
Cum sa te insele un om care, cand nici nu era inca presedinte, are cinismul sa spuna “GHINION”?",2024-11-20T12:52:24Z,0
@cristinamelii2202,❤,2024-11-20T12:49:17Z,2
@DanielaPescaruPoezii,"Klaus Iohannis știa ca va câștiga, naivilor. De ce? Pentru că jocurile sunt FĂ CU TE ! 😏 așa ca vă duceți degeaba la vot.",2024-11-20T12:47:08Z,0
@florin.angelescu,Thanks!,2024-11-20T12:44:29Z,6
@argentus5483,"Am crezut în Jumbix (Iohanis), l-am votat doar pt primul mandat. 
Percepția mea personală este că mi-a oferit doar aroganță, nesimțire, mi-a arătat ignoranță totală, pupincurism extern, cu trădarea intereselor naționale, pofta lui de opulență, interesele lui personale primează intereselor naționale. Noi iobagii, prostimea asta multă care l-am votat, nu existăm decât pentru a-l pupa la rândul nostru pe spatele lui de dulap.
Să recapitulăm Iliescu un comunist (totuși este cel mai sărac fost președinte și mă întreb care dintre dintre președinți a fost până la urmă mai cinstit ?? ), Constantinescu un președinte inexistent, Băsescu un președinte mafiot (fost ciochist comunist), Iohanis un președinte ,,bombonel,, pus ca și chiorul pe înavuțirea proprie. Diferența dintre Iohanis și Băsescu , este  că bombonel s-a gândit doar la el (specific gemenilor) iar celălalt s-a gândit și la ceilalți din jurul lui.
No, acuma ce urmează ??? Ce fel de ,,prezident,, pompos, va mai urma și pe care oricum să nu-l intereseze cum trăiește prostimea ?? .......sorosiștii, ce ziceți ??",2024-11-20T12:43:27Z,0
@razvanstoia6545,Am stat la coada la vot 4 ore pt cel mai leneș și puturos președinte ...,2024-11-20T12:39:25Z,1
@eravizuala,Ne-a păcalit bine Iohannis,2024-11-20T12:38:47Z,1
@adriantroceanu5992,"Suntem cea mai proasta natie,mai bine terminati cu asteptarile ca oricum am fost prosti toata istoria noastra😂",2024-11-20T12:37:53Z,0
@olargeorge662,Foarte bine realizat. Felicitari.,2024-11-20T12:35:59Z,0
@meagain4168,"Tot voi, votantii ""destepti"" care urmaresc Recorder l-ati votat.
Ba chiar au stat ca oile manipulate la cozi enorme sa il voteze.
Acum ati descoperit si voi ""adevarul"" :)))))).
A se mai scuti!!!",2024-11-20T12:33:26Z,1
@wkf97,🔥,2024-11-20T12:33:02Z,0
@cme1668,Votez calin Georgescu,2024-11-20T12:31:31Z,0
@lucaovidiu9063,Hai ca mi-ati stricat ziua. Eu cu cine voi vota?,2024-11-20T12:30:06Z,0
@catabixy4984,Felicitări Recorder❤❤❤ mi-e frică să nu pățiți ce a pățit Emilia Șercan,2024-11-20T12:27:38Z,0
@turbozen27,Ba multumesc din siflet Recorder.inva 19 ani furati din viata noastra.ma diare sufletul,2024-11-20T12:20:45Z,0
@irinel6550,"Culmea e ca se plang de Iohannis, tocmai cei care l-au votat si mai ales scursurile de jurnalisti care l-au ridicat in slavi pe marele neamt👏",2024-11-20T12:20:21Z,1
@valentinmagureanu5221,IOHANNIS ZECE ANI ANI A FOST INFECȚIA ROMÂNIEI!😂,2024-11-20T12:15:23Z,0
@raresanime,Să il luăm in pla pe Iohannis,2024-11-20T12:14:57Z,0
@mariuscirstea9723,"Securitatea nu a murit,din păcate 😡🤬",2024-11-20T12:14:15Z,0
@riaji,"Toate poveștile de succes pornesc din minciuna, asa e și cu documentarul acesta. Poate ca unii romani au mintea scurta, dar nu toți uita ca nenorocitul de Iohanis a ajuns președinte în locul unui nenorocit de Ponta si datorita unor nenorociți ca Tolontan, Ene Dogioiu, Cosmin Nedelcu, Prelipceanu, Rareș Bogdan, Cristian Ghinea și alte goarne care au sădit, la cerere, acea speranța deșartă în mentalul romanilor la acea vreme. Personajele de genul sunt aceleasi care acum se dezic de omul sistemului, ca și când ar fi fost fete mari, dar sa nu uite vreodată ca vina cea mare e a aceluia care nu a împiedicat decât a celui ce a săvârșit. PS: RECORDER a fost printre goarnele principale.",2024-11-20T12:12:15Z,1
@icudanvalentin3466,Felicitări pentru documentar! Noi tinerii suntem soluția pentru o Românie mai buna și liberă!,2024-11-20T12:07:13Z,0
@vasilepop9065,"Hmmm...
10 ani de M la borcan...
O inceput cu Ciuma Roșie... Si termina că so facut Frate cu Dracu sa treaca puntea...
10 ani o urlat Ciuma Roșie si dupa 10 ani Ciuma io cuprins toata ființa lui Mutu...
Numai din asta iti dai seama ca totul e un Blat...
Am prins 11ani de comunism...
11ani de Ceaușescu...
Bai si atuncea era ""rău""... Da parca azi e mai RĂU CA NICIODATA IN IN TOATA ISTORIA NOASTRA...
Cred ca si pă vremea Domniilor Fanariote era mai bine ca Azi, 2024...
Neo dat o M asta de 10ani... Zi de zi, clipa de clipa... 🇷🇴",2024-11-20T12:02:29Z,0
@dumitrueduardboariu2068,"Toți cei care au participat la aceste interviuri au făcut parte din conducerea țării, de ce in timpul exercitării puterii nu au ieșit în presă să spună adevărul?",2024-11-20T11:53:15Z,5
@hoteaionut3475,"DC NU APAR TOATE LICRURILE ASTEA IN TIMPUL MANDATULUI?
😶",2024-11-20T11:51:52Z,0
@valentinmagureanu5221,SĂ NE UITĂM LA RECORDER CĂ NICI NU ȘTIM CE PIERDEM.CU SPUNEA DAN DIACONESCU.SAU PE UNDE SA PLIMBAT IOHANNIS ZECE ANI!😂😂😂😂,2024-11-20T11:49:20Z,0
@icgaby,"Fain documentarul asta, l-am vazut de trei ori pana acum, desi nu e prea echilibrat, atarna rau intr-o parte, spre o directie anume. Ma mir ca nu l-ati invitat pe Catu insusi sa isi dea cu parerea.",2024-11-20T11:47:40Z,2
@MrFluorescentify,10 ani de vacanta😅😅,2024-11-20T11:46:46Z,0
@af31477,Si cum traiam noi linistiti cu iluzia democratiei,2024-11-20T11:46:08Z,0
@mariusmalene635,"Klaus Johannis, unul dintre cei mai slabi președinți pe care i-a avut această țară 
Oficial eu nu mai am incredere in instituțiile publice!",2024-11-20T11:44:32Z,0
@dogggarus,Felicitări pentru material!,2024-11-20T11:43:37Z,0
@lidiamoon13,"Mulțumim pentru aceasta capodoperă, mulțumim că existați! 👏🏻",2024-11-20T11:38:17Z,0
@valentinmagureanu5221,IMPOSTORII ȘI SECURIȘTII CARE NE-AU CONDUS TIMP DE 35 DE ANI. ĂSTA E ADEVĂRUL!😕,2024-11-20T11:29:19Z,0
@georgetatib633,"Voi jurnaliștii ați distrus mințile oamenilor și ați distrus toată țara împreună cu parlamentarii și Iohannis, voi sunteți criminalii societății românești. Dumnezeu să facă dreptate poporului român și trădătorilor după sufletul lor. Iohannis ești o rușine a societății, ai vândut tot ce era românesc, ai urât neamul și tradițiile românești, ai distrus învățământul cu introducerea în școli istoria evreilor și schimbarea de sex și istoria romanilor ai șters-o.  Nu vom uita de comanda dată a moartea a 67 persoane din clubul Colectiv. A fost nevoie să moară oameni pentru o cauză pentru a obține, (funcția de președinte) ???",2024-11-20T11:23:43Z,0
@gabrielsorin9356,"Am avut doi profesori presedinti, amindoi varza...scuze: unul varza si unul dulap/ficus...",2024-11-20T11:23:12Z,1
@luizacornila341,După asta se vede cata politica știau cei care lau votat și care afirma despre Ponta și ce se întâmplă atunci era vina lui. Nu-si dau seama ca era epoca Băsescu în care trebuia sa contreze tot ce făcea Base nasoale.,2024-11-20T11:22:38Z,0
@larissagildarasina7580,"Intre timp, pesemne ca in urma votului si a constatarii rezultatelor dezastruoase, fiica mea mi-a declarat ca ea nu mai vrea sa se intoarca in Romania. DELOC, nici in vacanta. Oare ce a ingrozit-o atat de tare la ultima vizita din 2019, in timpul companiei cu bannerul imens latit pe Bd Cantemir, cu o moaca de prezentator care acum ne rade ""de dincolo""??? Ce au facut astia de ne-au ingrozit copiii, si asta inainte de fandemie???",2024-11-20T11:21:09Z,0
@oprearazvan31,Sper ca duminica sa votam cu toții inteligent și sa eliminam PSD și PNL...sper ca pensionarii sa nu mai tina cu PSD doar pentru ca au mărit pensiile cu o suma minuscula ...sper sa iasă la vot toti tinerii deoarece este vorba despre viitorul nostru,2024-11-20T11:19:52Z,2
@PetreUcv1948,Ca sa ne înțelegem.  Nu am vontat ca il vedeam pe Iohanis un om mai potrivit.  Am votat contra lui Ponta si Dăncilă.,2024-11-20T11:16:05Z,0
@New-no9vr,"RESPECT PENTRU MUNCA SI BANII INVESTITI ADEVARAT CALCULATI. PENTRU ASTA MERITA SA MUNCIM IN TARA ASTA, NU SA LE-O LASAM LOR SA FACA ASTA SI COPII COPIILOR NOSTRI !!!!",2024-11-20T11:15:21Z,2
@elenabranisteanu126,Cat de clar e reportajul si cat de pe langa sunt comentariile. Inclusiv imaginea cu el singur si aplecat e sugestiva. 🤷,2024-11-20T11:14:48Z,1
@4costindan,"mi-e greata de personajul asta fara sare si piper, anost si insipid!",2024-11-20T11:14:03Z,0
